anzsic06,Area,year,geo_count,ec_count
A,A221300,2000,24,12
A,A221400,2000,108,50
A,A221500,2000,171,60
A,A221600,2000,36,9
A,A221700,2000,3,0
A,A221800,2000,48,40
A,A221900,2000,12,9
A,A222000,2000,207,170
A,A222100,2000,294,240
A,A222200,2000,18,30
A,A222300,2000,243,340
A,A222400,2000,165,95
A,A222500,2000,27,55
A,A222600,2000,39,75
A,A222700,2000,21,18
A,A222800,2000,126,140
A,A222900,2000,180,330
A,A223000,2000,51,190
A,A223100,2000,24,95
A,A223200,2000,6,15
A,A223300,2000,255,300
A,A223400,2000,129,140
A,A223500,2000,102,150
A,A223600,2000,0,25
A,A223700,2000,9,3
A,A223800,2000,6,3
A,A223900,2000,9,6
A,A224000,2000,9,45
A,A224100,2000,0,3
A,A224200,2000,6,18
A,A224300,2000,3,0
A,A224400,2000,3,0
A,A224500,2000,3,6
A,A224600,2000,6,9
A,A224700,2000,3,0
A,A224800,2000,6,9
A,A224900,2000,9,9
A,A225000,2000,6,25
A,A225100,2000,6,25
A,A225300,2000,3,6
A,A225400,2000,9,9
A,A225500,2000,3,3
A,A225600,2000,171,200
A,A225700,2000,6,6
A,A225800,2000,6,6
A,A225900,2000,12,21
A,A226000,2000,6,0
A,A226100,2000,342,680
A,A226200,2000,3,21
A,A226300,2000,147,170
A,A226400,2000,210,270
A,A226500,2000,48,110
A,A226600,2000,174,170
A,A226700,2000,48,65
A,A226800,2000,123,120
A,A226900,2000,21,21
A,A227000,2000,39,18
A,A227100,2000,267,320
A,A227200,2000,207,120
A,A227300,2000,114,65
A,A227400,2000,81,90
A,A227500,2000,171,160
A,A227600,2000,210,75
A,A227700,2000,9,0
A,A227800,2000,186,75
A,A227900,2000,33,35
A,A228000,2000,33,15
A,A228100,2000,21,15
A,A228200,2000,9,6
A,A228300,2000,6,6
A,A228400,2000,24,21
A,A228500,2000,9,12
A,A228600,2000,186,140
A,A228700,2000,147,130
A,A228800,2000,114,120
A,A228900,2000,33,0
A,A229000,2000,9,0
A,A229100,2000,6,12
A,A229200,2000,6,0
A,A229300,2000,6,6
A,A229400,2000,135,110
A,A229500,2000,6,0
A,A229600,2000,6,3
A,A229700,2000,15,3
A,A229800,2000,0,0
A,A229900,2000,3,0
A,A230000,2000,6,0
A,A230100,2000,9,25
A,A230200,2000,0,0
A,A230300,2000,6,3
A,A230400,2000,3,6
A,A230500,2000,6,0
A,A230600,2000,21,15
A,A230700,2000,6,0
A,A230800,2000,3,0
A,A230900,2000,3,0
A,A231000,2000,3,9
A,A231100,2000,12,12
A,A231200,2000,6,0
A,A231300,2000,6,0
A,A231400,2000,0,0
A,A231500,2000,3,0
A,A231600,2000,6,0
A,A231700,2000,3,0
A,A231800,2000,6,0
A,A231900,2000,15,15
A,A232000,2000,3,0
A,A232100,2000,6,3
A,A232200,2000,30,15
A,A232300,2000,0,0
A,A232400,2000,27,45
A,A232500,2000,105,75
A,A232600,2000,36,12
A,A232700,2000,12,3
A,A232800,2000,276,160
A,A232900,2000,210,150
A,A233000,2000,348,260
A,A233100,2000,39,25
A,A233200,2000,9,140
A,A233300,2000,39,150
A,A233400,2000,150,120
A,A233500,2000,162,210
A,A233600,2000,36,55
A,A233700,2000,297,330
A,A233800,2000,156,210
A,A234000,2000,147,120
A,A234100,2000,3,6
A,A234200,2000,15,40
A,A234300,2000,30,90
A,A234400,2000,132,160
A,A234500,2000,48,25
A,A234600,2000,177,200
A,A234700,2000,0,3
A,A234800,2000,162,210
A,A234900,2000,6,0
A,A235000,2000,6,0
A,A235100,2000,24,30
A,A235200,2000,9,9
A,A235300,2000,63,60
A,A235400,2000,18,15
A,A235500,2000,6,0
A,A235600,2000,3,0
A,A235700,2000,6,6
A,A235800,2000,12,3
A,A235900,2000,6,3
A,A236000,2000,78,55
A,A236100,2000,30,9
A,A236300,2000,12,3
A,A236400,2000,36,15
A,A236500,2000,45,40
A,A236600,2000,84,140
A,A236700,2000,12,12
A,A236800,2000,3,6
A,A236900,2000,21,3
A,A237000,2000,6,35
A,A237100,2000,3,0
A,A237200,2000,3,35
A,A237300,2000,0,0
A,A237400,2000,9,15
A,A237500,2000,6,0
A,A237600,2000,12,12
A,A237700,2000,93,90
A,A237800,2000,9,3
A,A237900,2000,57,15
A,A238000,2000,3,0
A,A238100,2000,12,9
A,A238200,2000,30,15
A,A238300,2000,6,3
A,A238400,2000,15,3
A,A238500,2000,6,0
A,A238600,2000,6,30
A,A238800,2000,12,0
A,A238900,2000,24,25
A,A239000,2000,12,3
A,A239100,2000,3,3
A,A239200,2000,0,0
A,A239400,2000,60,15
A,A239500,2000,3,0
A,A239600,2000,6,0
A,A239700,2000,6,6
A,A239800,2000,3,0
A,A239900,2000,3,12
A,A240000,2000,3,0
A,A240200,2000,3,0
A,A240300,2000,3,3
A,A240400,2000,0,0
A,A240600,2000,3,0
A,A240800,2000,3,6
A,A241000,2000,0,0
A,A241100,2000,0,3
A,A241200,2000,33,6
A,A241300,2000,0,0
A,A241400,2000,3,0
A,A241500,2000,18,12
A,A241600,2000,6,3
A,A241700,2000,3,0
A,A241800,2000,3,0
A,A241900,2000,0,0
A,A242000,2000,3,0
A,A242100,2000,0,0
A,A242200,2000,3,6
A,A242300,2000,87,25
A,A242400,2000,0,0
A,A242500,2000,6,0
A,A242600,2000,6,0
A,A242700,2000,0,0
A,A242800,2000,6,0
A,A242900,2000,0,15
A,A243000,2000,0,0
A,A243100,2000,9,6
A,A243200,2000,0,0
A,A243300,2000,3,0
A,A243400,2000,3,0
A,A243500,2000,0,0
A,A243600,2000,0,0
A,A243700,2000,6,3
A,A243800,2000,0,0
A,A243900,2000,6,3
A,A244000,2000,3,0
A,A244100,2000,0,0
A,A244200,2000,0,0
A,A244300,2000,9,0
A,A244400,2000,0,0
A,A244700,2000,3,0
A,A244800,2000,0,0
A,A244900,2000,0,0
A,A245000,2000,3,25
A,A245300,2000,3,0
A,A245400,2000,0,0
A,A245600,2000,0,3
A,A245900,2000,3,3
A,A246000,2000,0,0
A,A246100,2000,0,0
A,A246300,2000,0,0
A,A246600,2000,3,0
A,A246700,2000,6,0
A,A246800,2000,21,15
A,A246900,2000,0,0
A,A247100,2000,3,0
A,A247200,2000,3,0
A,A247300,2000,6,0
A,A247400,2000,0,0
A,A247500,2000,45,15
A,A247600,2000,3,3
A,A247800,2000,0,0
A,A247900,2000,0,0
A,A248000,2000,6,0
A,A248100,2000,0,0
A,A248200,2000,9,0
A,A248300,2000,3,0
A,A248400,2000,0,0
A,A248500,2000,0,0
A,A248600,2000,6,18
A,A248700,2000,0,0
A,A248900,2000,0,6
A,A249100,2000,0,0
A,A249300,2000,0,0
A,A249400,2000,0,0
A,A249500,2000,3,3
A,A249600,2000,3,0
A,A249700,2000,3,6
A,A249900,2000,3,0
A,A250000,2000,3,0
A,A250100,2000,3,0
A,A250200,2000,0,0
A,A250300,2000,0,0
A,A250500,2000,3,0
A,A250600,2000,6,0
A,A250700,2000,12,3
A,A250800,2000,3,0
A,A250900,2000,6,0
A,A251000,2000,0,0
A,A251200,2000,3,0
A,A251400,2000,15,45
A,A251500,2000,3,0
A,A251600,2000,6,0
A,A251800,2000,0,0
A,A251900,2000,0,0
A,A252000,2000,0,0
A,A252100,2000,0,0
A,A252200,2000,0,0
A,A252300,2000,3,0
A,A252400,2000,0,0
A,A252500,2000,3,0
A,A252600,2000,0,0
A,A252700,2000,0,0
A,A253000,2000,3,0
A,A253100,2000,0,0
A,A253300,2000,3,6
A,A253600,2000,3,0
A,A253700,2000,3,3
A,A253800,2000,3,3
A,A254000,2000,6,0
A,A254100,2000,0,0
A,A254200,2000,0,0
A,A254500,2000,3,0
A,A254600,2000,3,0
A,A254700,2000,3,3
A,A254800,2000,0,0
A,A254900,2000,3,0
A,A255000,2000,3,0
A,A255200,2000,0,0
A,A255300,2000,126,120
A,A255400,2000,93,150
A,A255500,2000,36,25
A,A255600,2000,12,45
A,A255700,2000,9,3
A,A255800,2000,39,40
A,A255900,2000,12,80
A,A256000,2000,12,35
A,A256100,2000,12,15
A,A256200,2000,18,150
A,A256300,2000,15,30
A,A256400,2000,12,25
A,A256500,2000,336,360
A,A256600,2000,129,150
A,A256700,2000,6,12
A,A256800,2000,168,140
A,A256900,2000,18,15
A,A257000,2000,129,110
A,A257100,2000,30,15
A,A257200,2000,153,210
A,A257300,2000,99,150
A,A257400,2000,168,220
A,A257500,2000,21,40
A,A257700,2000,54,60
A,A257800,2000,243,260
A,A257900,2000,63,180
A,A258400,2000,0,3
A,A258500,2000,0,9
A,A258900,2000,6,0
A,A300300,2000,240,290
A,A300400,2000,6,0
A,A300500,2000,63,45
A,A300600,2000,75,75
A,A300700,2000,102,560
A,A300800,2000,54,180
A,A300900,2000,234,350
A,A301000,2000,120,920
A,A301100,2000,21,55
A,A301200,2000,42,270
A,A301300,2000,15,65
A,A301400,2000,21,12
A,A301500,2000,240,310
A,A301600,2000,165,900
A,A301700,2000,48,180
A,A301800,2000,174,110
A,A301900,2000,0,6
A,A302100,2000,138,450
A,A302200,2000,90,260
A,A302300,2000,60,100
A,A302400,2000,27,100
A,A302500,2000,111,120
A,A302600,2000,48,45
A,A302700,2000,78,290
A,A302800,2000,15,40
A,A302900,2000,9,12
A,A303000,2000,21,45
A,A303100,2000,21,30
A,A303200,2000,6,3
A,A303300,2000,24,15
A,A303400,2000,6,0
A,A303500,2000,24,21
A,A303600,2000,75,120
A,A303700,2000,72,100
A,A303800,2000,6,3
A,A303900,2000,48,870
A,A304000,2000,3,18
A,A304100,2000,0,0
A,A304200,2000,12,50
A,A304300,2000,12,25
A,A304400,2000,6,6
A,A304500,2000,12,0
A,A304600,2000,6,12
A,A304700,2000,30,25
A,A304800,2000,24,35
A,A304900,2000,3,25
A,A305000,2000,6,0
A,A305100,2000,9,18
A,A305200,2000,0,3
A,A305300,2000,9,20
A,A305400,2000,3,3
A,A305500,2000,3,0
A,A305600,2000,6,0
A,A305700,2000,3,0
A,A305800,2000,6,0
A,A305900,2000,6,0
A,A306000,2000,12,90
A,A306200,2000,6,0
A,A306300,2000,273,250
A,A306400,2000,39,25
A,A306500,2000,159,130
A,A306600,2000,372,230
A,A306700,2000,6,3
A,A306800,2000,30,0
A,A306900,2000,78,85
A,A307000,2000,258,280
A,A307100,2000,57,140
A,A307200,2000,270,360
A,A307300,2000,210,520
A,A307400,2000,81,150
A,A307500,2000,39,90
A,A307600,2000,21,65
A,A307700,2000,12,55
A,A307800,2000,21,65
A,A307900,2000,48,50
A,A308000,2000,24,70
A,A308100,2000,24,65
A,A308200,2000,6,35
A,A308300,2000,6,0
A,A308400,2000,12,9
A,A308500,2000,21,12
A,A308600,2000,15,12
A,A308800,2000,180,120
A,A308900,2000,66,45
A,A309000,2000,93,65
A,A309100,2000,9,0
A,A309200,2000,21,35
A,A309300,2000,30,21
A,A309400,2000,15,21
A,A309500,2000,24,21
A,A309600,2000,36,35
A,A309700,2000,165,120
A,A309800,2000,24,30
A,A309900,2000,63,60
A,A310000,2000,6,0
A,A310100,2000,24,25
A,A310200,2000,6,6
A,A310300,2000,15,12
A,A310400,2000,9,3
A,A310500,2000,9,0
A,A310600,2000,12,55
A,A310700,2000,15,12
A,A310800,2000,30,12
A,A310900,2000,30,45
A,A311000,2000,69,55
A,A311100,2000,60,30
A,A311200,2000,15,9
A,A311300,2000,51,15
A,A311400,2000,60,65
A,A311500,2000,36,40
A,A311700,2000,39,25
A,A311800,2000,48,25
A,A311900,2000,123,100
A,A312000,2000,99,65
A,A312100,2000,42,25
A,A312200,2000,270,420
A,A312300,2000,15,15
A,A312400,2000,207,190
A,A312500,2000,213,230
A,A312600,2000,96,45
A,A312700,2000,195,130
A,A312800,2000,150,120
A,A312900,2000,21,3
A,A313000,2000,105,70
A,A313100,2000,138,130
A,A313200,2000,57,25
A,A313300,2000,219,110
A,A313400,2000,141,45
A,A313500,2000,129,40
A,A313600,2000,174,120
A,A313700,2000,174,65
A,A313800,2000,117,55
A,A313900,2000,0,3
A,A314000,2000,15,25
A,A314100,2000,12,30
A,A314200,2000,15,12
A,A314300,2000,6,0
A,A314400,2000,6,6
A,A314500,2000,9,0
A,A314600,2000,18,9
A,A314700,2000,60,80
A,A314800,2000,144,40
A,A314900,2000,9,6
A,A315000,2000,9,3
A,A315100,2000,63,75
A,A315200,2000,48,21
A,A315300,2000,21,3
A,A315400,2000,3,0
A,A315500,2000,129,75
A,A315600,2000,24,20
A,A315700,2000,18,12
A,A315800,2000,9,12
A,A316000,2000,6,0
A,A316100,2000,3,0
A,A316200,2000,6,0
A,A316300,2000,24,18
A,A316400,2000,27,40
A,A316500,2000,54,95
A,A316600,2000,57,70
A,A316700,2000,24,130
A,A316800,2000,12,0
A,A316900,2000,3,21
A,A317000,2000,24,85
A,A317100,2000,6,3
A,A317200,2000,36,25
A,A317300,2000,3,12
A,A317400,2000,6,15
A,A317500,2000,12,21
A,A317600,2000,9,0
A,A317700,2000,6,6
A,A317800,2000,12,0
A,A317900,2000,6,3
A,A318000,2000,0,0
A,A318100,2000,9,15
A,A318200,2000,3,3
A,A318300,2000,6,0
A,A318400,2000,48,65
A,A318500,2000,6,0
A,A318600,2000,9,21
A,A318700,2000,3,0
A,A318800,2000,0,0
A,A318900,2000,3,3
A,A319000,2000,3,0
A,A319100,2000,15,55
A,A319200,2000,12,3
A,A319300,2000,3,0
A,A319400,2000,3,0
A,A319500,2000,6,6
A,A319600,2000,3,0
A,A319700,2000,3,0
A,A319800,2000,0,0
A,A319900,2000,3,3
A,A320000,2000,0,0
A,A320100,2000,3,0
A,A320200,2000,6,0
A,A320300,2000,6,12
A,A320400,2000,9,110
A,A320500,2000,9,12
A,A320600,2000,6,0
A,A320700,2000,3,0
A,A320800,2000,6,0
A,A320900,2000,3,0
A,A321000,2000,6,3
A,A321100,2000,9,6
A,A321200,2000,0,0
A,A321300,2000,21,90
A,A321400,2000,9,0
A,A321500,2000,9,12
A,A321600,2000,6,0
A,A321700,2000,0,0
A,A321800,2000,9,0
A,A321900,2000,3,0
A,A322100,2000,6,0
A,A322200,2000,0,3
A,A322300,2000,6,3
A,A322400,2000,6,0
A,A322500,2000,0,0
A,A322600,2000,6,0
A,A322900,2000,3,0
A,A323000,2000,3,0
A,A323100,2000,9,3
A,A323200,2000,0,0
A,A323400,2000,3,0
A,A323500,2000,3,25
A,A323700,2000,6,3
A,A323800,2000,0,0
A,A323900,2000,3,0
A,A324000,2000,0,0
A,A324200,2000,3,3
A,A324300,2000,9,18
A,A324400,2000,0,0
A,A324500,2000,30,18
A,A324600,2000,3,6
A,A324700,2000,0,0
A,A324800,2000,3,3
A,A325000,2000,6,9
A,A325100,2000,3,0
A,A325200,2000,0,0
A,A325300,2000,3,0
A,A325500,2000,0,0
A,A325600,2000,9,12
A,A325700,2000,12,18
A,A325800,2000,6,6
A,A325900,2000,6,0
A,A326000,2000,0,0
A,A326100,2000,0,0
A,A326200,2000,12,6
A,A326300,2000,9,0
A,A326600,2000,9,15
A,A326700,2000,6,0
A,A326800,2000,6,0
A,A326900,2000,0,0
A,A327000,2000,6,3
A,A327100,2000,9,9
A,A327200,2000,0,0
A,A327300,2000,6,12
A,A327400,2000,0,0
A,A327500,2000,0,0
A,A327600,2000,3,0
A,A327700,2000,6,0
A,A327800,2000,6,0
A,A327900,2000,6,0
A,A328000,2000,9,40
A,A328100,2000,3,0
A,A328200,2000,0,9
A,A328300,2000,0,0
A,A328400,2000,3,6
A,A328500,2000,3,0
A,A328600,2000,3,0
A,A328800,2000,3,9
A,A328900,2000,0,9
A,A329000,2000,27,15
A,A329100,2000,3,0
A,A329200,2000,3,12
A,A329300,2000,0,0
A,A329400,2000,3,0
A,A329500,2000,0,0
A,A329600,2000,0,3
A,A329700,2000,0,0
A,A329800,2000,9,3
A,A330000,2000,12,6
A,A330100,2000,3,21
A,A330200,2000,6,30
A,A330300,2000,6,0
A,A330400,2000,3,3
A,A330500,2000,6,0
A,A330600,2000,3,6
A,A330700,2000,3,0
A,A330800,2000,6,6
A,A330900,2000,6,0
A,A331000,2000,0,0
A,A331100,2000,6,0
A,A331200,2000,6,0
A,A331300,2000,12,3
A,A331400,2000,6,0
A,A331500,2000,0,0
A,A331600,2000,39,85
A,A331700,2000,3,0
A,A331800,2000,3,0
A,A331900,2000,18,35
A,A332000,2000,9,0
A,A332100,2000,6,9
A,A332200,2000,15,30
A,A332300,2000,6,0
A,A332400,2000,12,0
A,A332500,2000,15,25
A,A332600,2000,24,3
A,A332700,2000,6,0
A,A332800,2000,12,12
A,A332900,2000,12,0
A,A333100,2000,147,150
A,A333200,2000,111,35
A,A333300,2000,96,40
A,A333400,2000,3,0
A,A333500,2000,12,3
A,A333600,2000,18,35
A,A333700,2000,135,150
A,A333800,2000,159,210
A,A333900,2000,87,45
A,A334000,2000,81,50
A,A334100,2000,78,70
A,A334200,2000,225,220
A,A334300,2000,84,80
A,A334400,2000,114,70
A,A334500,2000,189,110
A,A334600,2000,54,20
A,A334700,2000,9,3
A,A334800,2000,9,6
A,A334900,2000,18,3
A,A335000,2000,162,110
A,A335100,2000,18,0
A,A335200,2000,3,0
A,A335300,2000,12,0
A,A335400,2000,219,160
A,A335500,2000,24,3
A,A335600,2000,144,210
A,A335700,2000,33,120
A,A335800,2000,150,85
A,A335900,2000,141,35
A,A336000,2000,12,15
A,A336100,2000,18,21
A,A336200,2000,45,45
A,A336300,2000,51,15
A,A336400,2000,84,35
A,A336500,2000,3,0
A,A336600,2000,45,70
A,A336700,2000,240,300
A,A336800,2000,318,330
A,A336900,2000,51,140
A,A337000,2000,219,370
A,A337100,2000,279,330
A,A337200,2000,258,240
A,A337300,2000,216,250
A,A337400,2000,12,65
A,A337500,2000,36,50
A,A337600,2000,54,80
A,A337700,2000,45,80
A,A337800,2000,6,3
A,A337900,2000,6,0
A,A338000,2000,21,140
A,A338100,2000,3,20
A,A338200,2000,21,40
A,A338300,2000,0,15
A,A338400,2000,3,3
A,A338500,2000,12,15
A,A338600,2000,18,40
A,A338700,2000,216,230
A,A338800,2000,198,140
A,A338900,2000,36,12
A,A339000,2000,141,130
A,A339100,2000,216,290
A,A339200,2000,30,140
A,A339300,2000,24,30
A,A339400,2000,108,60
A,A339500,2000,123,120
A,A339600,2000,12,3
A,A339700,2000,24,3
A,A339800,2000,24,30
A,A339900,2000,129,30
A,A340000,2000,9,6
A,A340100,2000,6,45
A,A340200,2000,3,0
A,A340300,2000,3,45
A,A340400,2000,3,0
A,A340600,2000,6,25
A,A340700,2000,6,3
A,A340800,2000,3,12
A,A340900,2000,42,9
A,A341000,2000,3,0
A,A341100,2000,18,12
A,A341200,2000,21,60
A,A341300,2000,6,3
A,A341400,2000,0,0
A,A341500,2000,39,90
A,A341800,2000,12,12
A,A341900,2000,246,200
A,A342000,2000,39,40
A,A342100,2000,153,170
A,A342200,2000,135,160
A,A342300,2000,96,100
A,A342400,2000,156,150
A,A342500,2000,12,55
A,A342600,2000,150,160
A,A342700,2000,6,75
A,A342800,2000,21,30
A,A343000,2000,114,85
A,A343100,2000,63,100
A,A343300,2000,117,190
A,A343400,2000,294,260
A,A343500,2000,126,140
A,A343600,2000,168,150
A,A343700,2000,186,190
A,A343800,2000,21,40
A,A343900,2000,21,18
A,A344000,2000,6,0
A,A344100,2000,9,3
A,A344200,2000,6,3
A,A344300,2000,12,0
A,A344400,2000,3,6
A,A344500,2000,3,0
A,A344600,2000,12,0
A,A344700,2000,57,25
A,A344800,2000,126,450
A,A344900,2000,21,140
A,A345000,2000,18,30
A,A345100,2000,144,150
A,A345200,2000,69,450
A,A345300,2000,126,120
A,A345400,2000,9,3
A,A345500,2000,39,130
A,A345600,2000,45,65
A,A345700,2000,165,220
A,A345800,2000,180,770
A,A345900,2000,36,70
A,A346000,2000,12,12
A,A346200,2000,39,100
A,A346400,2000,24,20
A,A346500,2000,0,0
A,A346600,2000,6,6
A,A346700,2000,6,0
A,A346800,2000,15,35
A,A346900,2000,3,0
A,A347000,2000,15,3
A,A347100,2000,9,9
A,A347200,2000,30,18
A,A347300,2000,6,21
A,A347400,2000,0,6
A,A347500,2000,42,12
A,A347600,2000,0,0
A,A347700,2000,0,0
A,A347800,2000,3,3
A,A347900,2000,9,3
A,A348000,2000,6,55
A,A348100,2000,3,0
A,A348200,2000,0,0
A,A348300,2000,0,0
A,A348400,2000,6,3
A,A348500,2000,21,12
A,A348600,2000,0,0
A,A349000,2000,159,140
A,A349100,2000,90,60
A,A349200,2000,39,60
A,A349300,2000,216,190
A,A349400,2000,93,75
A,A349500,2000,3,0
A,A349600,2000,72,35
A,A349700,2000,9,0
A,A349800,2000,18,35
A,A349900,2000,12,0
A,A350000,2000,6,3
A,A350100,2000,15,12
A,A350200,2000,42,15
A,A350300,2000,21,15
A,A350400,2000,3,0
A,A350500,2000,3,0
A,A350600,2000,6,3
A,A350700,2000,6,3
A,A350800,2000,18,6
A,A350900,2000,0,0
A,A351000,2000,6,0
A,A351100,2000,6,0
A,A351200,2000,12,0
A,A351400,2000,0,3
A,A351500,2000,9,0
A,A351600,2000,3,0
A,A351700,2000,6,0
A,A351800,2000,9,6
A,A351900,2000,3,0
A,A352000,2000,3,0
A,A352100,2000,6,0
A,A352200,2000,3,0
A,A352300,2000,0,0
A,A352500,2000,6,3
A,A352600,2000,6,6
A,A352700,2000,18,6
A,A352800,2000,0,0
A,A352900,2000,3,6
A,A353000,2000,6,0
A,A353200,2000,3,0
A,A353300,2000,6,9
A,A353400,2000,24,12
A,A353600,2000,6,0
A,A353700,2000,6,0
A,A353800,2000,0,0
A,A353900,2000,45,25
A,A354000,2000,0,0
A,A354100,2000,0,0
A,A354300,2000,6,12
A,A354400,2000,3,0
A,A354600,2000,0,0
A,A354800,2000,6,0
A,A354900,2000,6,0
A,A355000,2000,9,0
A,A355100,2000,12,0
A,A355200,2000,3,0
A,A355400,2000,6,0
A,A355500,2000,3,3
A,A355600,2000,9,21
A,A355700,2000,6,0
A,A355800,2000,351,410
A,A355900,2000,156,210
A,A356000,2000,225,420
A,A356100,2000,312,560
A,A356200,2000,225,180
A,A356300,2000,168,130
A,A356400,2000,48,190
A,A356500,2000,42,210
A,A356600,2000,12,9
A,A356700,2000,24,25
A,A356800,2000,72,80
A,A357000,2000,3,0
A,A357100,2000,9,6
A,A357200,2000,0,3
A,A357300,2000,114,150
A,A357500,2000,54,120
A,A357600,2000,51,40
A,A357700,2000,234,270
A,A357900,2000,366,380
A,A358000,2000,219,370
A,A358100,2000,171,340
A,A358200,2000,234,430
A,A358300,2000,357,330
A,A358400,2000,450,360
A,A358500,2000,282,270
A,A358600,2000,45,80
A,A358700,2000,162,120
A,A358800,2000,45,40
A,A358900,2000,87,45
A,A359000,2000,168,150
A,A359100,2000,363,420
A,A359200,2000,3,0
A,A359300,2000,39,70
A,A359400,2000,225,210
A,A359500,2000,408,610
A,A359600,2000,399,370
A,A359700,2000,288,350
A,A359800,2000,12,3
A,A359900,2000,21,70
A,A360000,2000,18,25
A,A360100,2000,12,45
A,A360200,2000,3,6
A,A360300,2000,6,18
A,A360400,2000,39,100
A,A360500,2000,102,65
A,A360600,2000,15,6
A,A360700,2000,6,3
A,A360800,2000,51,80
A,A360900,2000,27,12
A,A361000,2000,21,60
A,A361100,2000,9,0
A,A361200,2000,6,3
A,A361300,2000,6,12
A,A361400,2000,6,9
A,A361500,2000,3,3
A,A361600,2000,9,3
A,A361700,2000,9,3
A,A361800,2000,6,0
A,A361900,2000,3,6
A,A362100,2000,0,0
A,A362200,2000,3,0
A,A362300,2000,69,110
A,A362400,2000,9,9
A,A362500,2000,3,0
A,A362600,2000,3,3
A,A362700,2000,3,0
A,A362800,2000,3,0
A,A362900,2000,3,12
A,A363000,2000,6,0
A,A363100,2000,72,65
A,A363200,2000,9,3
A,A363300,2000,81,70
A,A363800,2000,0,3
A,C07601,2000,2463,1650
A,C07602,2000,141,40
A,C07603,2000,159,460
A,C07604,2000,33,30
A,C07605,2000,39,9
A,C07606,2000,114,350
A,C07607,2000,192,160
A,C07608,2000,27,18
A,C07609,2000,84,95
A,C07610,2000,135,120
A,C07611,2000,18,25
A,C07612,2000,48,12
A,C07613,2000,12,9
A,C07614,2000,60,35
A,C07615,2000,51,70
A,C07616,2000,102,30
A,C07617,2000,126,480
A,C07618,2000,54,80
A,C07619,2000,54,75
A,C07620,2000,165,150
A,C07621,2000,2433,2550
A,CTotal,2000,6513,6400
A,R01,2000,7188,4350
A,R02,2000,6513,6400
A,R03,2000,15978,15400
A,R04,2000,7104,7300
A,R05,2000,1659,5100
A,R06,2000,4743,12000
A,R07,2000,5478,3150
A,R08,2000,7941,8700
A,R09,2000,3117,3450
A,R12,2000,1233,1000
A,R13,2000,11727,11700
A,R14,2000,4896,7000
A,R15,2000,5433,6300
A,R16,2000,2289,5900
A,R17,2000,381,1400
A,R18,2000,2085,2700
A,R99,2000,114,85
A,RTotal,2000,87873,101900
A,T001,2000,2907,2050
A,T002,2000,2475,1300
A,T003,2000,1803,1050
A,T011,2000,816,510
A,T012,2000,1290,650
A,T013,2000,3780,4200
A,T015,2000,2898,1750
A,T016,2000,426,480
A,T017,2000,2418,2450
A,T018,2000,1104,870
A,T019,2000,1023,1400
A,T020,2000,819,950
A,T021,2000,765,1600
A,T022,2000,3654,3000
A,T023,2000,774,970
A,T024,2000,1401,1750
A,T025,2000,1368,1400
A,T026,2000,18,110
A,T027,2000,528,580
A,T028,2000,1659,5100
A,T029,2000,504,1000
A,T030,2000,2655,8000
A,T031,2000,462,1050
A,T032,2000,1110,1950
A,T033,2000,1890,1100
A,T034,2000,837,450
A,T035,2000,2790,1600
A,T036,2000,882,1350
A,T037,2000,780,1050
A,T038,2000,1158,1650
A,T039,2000,1710,1300
A,T040,2000,669,510
A,T041,2000,1719,1850
A,T042,2000,975,1050
A,T043,2000,489,480
A,T044,2000,138,70
A,T045,2000,186,70
A,T046,2000,99,55
A,T047,2000,189,110
A,T048,2000,861,1250
A,T049,2000,501,480
A,T050,2000,651,910
A,T051,2000,2289,5900
A,T052,2000,381,1400
A,T053,2000,2085,2700
A,T054,2000,243,160
A,T055,2000,414,340
A,T056,2000,345,320
A,T057,2000,474,350
A,T058,2000,1206,1150
A,T059,2000,1905,1100
A,T060,2000,1488,1750
A,T062,2000,2364,1950
A,T063,2000,1848,2550
A,T064,2000,1425,1450
A,T065,2000,330,340
A,T066,2000,729,910
A,T067,2000,114,85
A,T068,2000,1104,1100
A,T069,2000,936,2500
A,T070,2000,303,390
A,T071,2000,1104,780
A,T072,2000,1635,2450
A,T073,2000,4089,4800
A,T074,2000,795,1000
A,T075,2000,549,530
A,T076,2000,6513,6400
A,T999,2000,12,15
A,TTotal,2000,87873,101900
A01,A100100,2000,72,65
A01,A100200,2000,168,55
A01,A100300,2000,9,6
A01,A100400,2000,57,35
A01,A100500,2000,51,30
A01,A100600,2000,9,6
A01,A100700,2000,36,35
A01,A100800,2000,27,21
A01,A100900,2000,69,18
A01,A101000,2000,36,9
A01,A101100,2000,24,21
A01,A101200,2000,84,21
A01,A101300,2000,84,21
A01,A101400,2000,39,12
A01,A101500,2000,48,9
A01,A101600,2000,33,9
A01,A101700,2000,57,21
A01,A101800,2000,48,45
A01,A101900,2000,63,50
A01,A102000,2000,99,30
A01,A102100,2000,51,9
A01,A102200,2000,96,160
A01,A102300,2000,135,65
A01,A102400,2000,30,45
A01,A102500,2000,48,25
A01,A102600,2000,105,55
A01,A102700,2000,51,18
A01,A102800,2000,36,160
A01,A102900,2000,45,9
A01,A103000,2000,36,21
A01,A103100,2000,78,200
A01,A103200,2000,78,30
A01,A103300,2000,63,25
A01,A103400,2000,69,70
A01,A103500,2000,42,30
A01,A103600,2000,45,6
A01,A103700,2000,12,9
